event_type,scan_code,name,time
up,57,space,1770221804.4546854
down,24,o,1770221804.5476596
up,24,o,1770221804.6143372
down,19,r,1770221804.7507071
up,19,r,1770221804.8387625
down,32,d,1770221804.972374
up,32,d,1770221805.023541
down,18,e,1770221805.1156008
up,18,e,1770221805.207667
down,19,r,1770221805.2736604
up,19,r,1770221805.3534708
down,57,space,1770221805.37111
up,57,space,1770221805.4327927
down,24,o,1770221805.5471356
up,24,o,1770221805.60787
down,19,r,1770221805.6346111
up,19,r,1770221805.7051904
down,57,space,1770221805.7420845
up,57,space,1770221805.8216035
down,31,s,1770221805.8762536
up,31,s,1770221805.959395
down,20,t,1770221806.0166833
up,20,t,1770221806.1058722
down,30,a,1770221806.1262548
down,20,t,1770221806.222048
up,30,a,1770221806.2250798
up,20,t,1770221806.286311
down,18,e,1770221806.3351834
up,18,e,1770221806.425627
down,57,space,1770221806.4556918
up,57,space,1770221806.516494
down,30,a,1770221806.5762439
down,49,n,1770221806.6729646
up,30,a,1770221806.6729646
up,49,n,1770221806.7265453
down,32,d,1770221806.761077
down,57,space,1770221806.8686173
up,32,d,1770221806.8686173
up,57,space,1770221806.9263594
down,31,s,1770221806.9776943
down,35,h,1770221807.042799
up,31,s,1770221807.0760653
up,35,h,1770221807.1092188
down,24,o,1770221807.222676
up,24,o,1770221807.293265
down,22,u,1770221807.3930519
up,22,u,1770221807.4604254
down,38,l,1770221807.5996256
down,32,d,1770221807.661032
up,38,l,1770221807.6831496
up,32,d,1770221807.796485
down,57,space,1770221807.8149993
up,57,space,1770221807.8739731
down,23,i,1770221807.9443958
up,23,i,1770221808.0104768
down,49,n,1770221808.0574768
up,49,n,1770221808.116496
down,46,c,1770221808.116496
up,46,c,1770221808.195089
down,19,r,1770221808.3475125
up,19,r,1770221808.4413788
down,18,e,1770221808.555166
up,18,e,1770221808.6165538
down,30,a,1770221808.9295628
up,30,a,1770221808.996746
down,31,s,1770221809.1655943
up,31,s,1770221809.2422664
down,18,e,1770221809.373127
up,18,e,1770221809.4611218
down,57,space,1770221809.495416
up,57,space,1770221809.5623693
down,20,t,1770221810.0772886
down,35,h,1770221810.146319
up,20,t,1770221810.1767316
up,35,h,1770221810.2468154
down,18,e,1770221810.3154335
up,18,e,1770221810.357547
down,19,r,1770221810.4277973
up,19,r,1770221810.510664
down,18,e,1770221810.593209
up,18,e,1770221810.6621492
down,57,space,1770221810.6802218
up,57,space,1770221810.7632065
down,20,t,1770221810.7938406
down,35,h,1770221810.8647432
up,20,t,1770221810.8647432
up,35,h,1770221810.9309738
down,18,e,1770221810.9779973
up,18,e,1770221811.0217426
down,31,s,1770221811.1783392
up,31,s,1770221811.2480202
down,18,e,1770221811.3187046
up,18,e,1770221811.4066763
down,57,space,1770221811.4277563
up,57,space,1770221811.499158
down,31,s,1770221811.5591357
up,31,s,1770221811.611518
down,18,e,1770221811.692525
up,18,e,1770221811.7632995
down,20,t,1770221811.866402
down,57,space,1770221811.9757073
up,20,t,1770221811.9757073
up,57,space,1770221812.0298347
down,37,k,1770221812.0985358
up,37,k,1770221812.165255
down,18,e,1770221812.1820595
up,18,e,1770221812.2425609
down,18,e,1770221812.323176
down,25,p,1770221812.4024937
up,18,e,1770221812.4024937
up,25,p,1770221812.4657376
down,57,space,1770221812.5782378
up,57,space,1770221812.6468635
down,31,s,1770221812.8926396
down,21,y,1770221812.9827871
up,31,s,1770221812.9827871
up,21,y,1770221813.0511909
down,31,s,1770221813.0791082
up,31,s,1770221813.1482208
down,20,t,1770221813.166275
up,20,t,1770221813.2277732
down,18,e,1770221813.3009977
up,18,e,1770221813.3832715
down,50,m,1770221813.4135573
up,50,m,1770221813.5014212
down,57,space,1770221813.6250572
up,57,space,1770221813.7013588
down,35,h,1770221813.797359
up,35,h,1770221813.867305
down,24,o,1770221814.0331423
up,24,o,1770221814.1111073
down,32,d,1770221814.2161038
up,32,d,1770221814.277477
down,14,backspace,1770221814.5504515
up,14,backspace,1770221814.628762
down,38,l,1770221814.7303896
up,38,l,1770221814.7860985
down,32,d,1770221814.818361
up,32,d,1770221814.9037898
down,57,space,1770221815.1621084
up,57,space,1770221815.236199
down,46,c,1770221815.50727
down,24,o,1770221815.5624568
up,46,c,1770221815.5857186
up,24,o,1770221815.6466048
down,49,n,1770221815.68803
up,49,n,1770221815.7637193
down,31,s,1770221815.7659843
up,31,s,1770221815.8438475
down,23,i,1770221815.869589
up,23,i,1770221815.936665
down,32,d,1770221815.970018
up,32,d,1770221816.020044
down,18,e,1770221816.1290677
up,18,e,1770221816.1995249
down,19,r,1770221816.271843
down,57,space,1770221816.367249
up,19,r,1770221816.3709643
up,57,space,1770221816.4365318
down,30,a,1770221816.8004675
up,30,a,1770221816.8716393
down,34,g,1770221816.898173
up,34,g,1770221816.9697385
down,30,a,1770221817.0401099
up,30,a,1770221817.1025047
down,23,i,1770221817.1476748
up,23,i,1770221817.205041
down,49,n,1770221817.2546248
up,49,n,1770221817.3311846
down,31,s,1770221817.355201
up,31,s,1770221817.4343367
down,20,t,1770221817.595231
up,20,t,1770221817.7122338
down,57,space,1770221817.7523499
up,57,space,1770221817.833087
down,17,w,1770221818.2429662
up,17,w,1770221818.3051312
down,35,h,1770221818.3218758
up,35,h,1770221818.4157052
down,18,e,1770221818.438546
down,49,n,1770221818.5318317
up,18,e,1770221818.533533
up,49,n,1770221818.6025305
down,57,space,1770221818.7200067
up,57,space,1770221818.7725134
down,17,w,1770221818.7986069
up,17,w,1770221818.859905
down,30,a,1770221819.0602188
up,30,a,1770221819.1065953
down,49,n,1770221819.2431033
up,49,n,1770221819.3197558
down,20,t,1770221819.3575826
down,57,space,1770221819.4574666
up,20,t,1770221819.4574666
up,57,space,1770221819.52353
down,24,o,1770221819.6121361
up,24,o,1770221819.6739044
down,47,v,1770221819.707767
up,47,v,1770221819.7705631
down,18,e,1770221819.8484569
up,18,e,1770221819.919521
down,19,r,1770221819.9909024
up,19,r,1770221820.0909173
down,57,space,1770221820.1283684
up,57,space,1770221820.2242248
down,17,w,1770221820.257907
up,17,w,1770221820.324058
down,35,h,1770221820.3487947
up,35,h,1770221820.423744
down,18,e,1770221820.4374332
up,18,e,1770221820.5272243
down,49,n,1770221820.550592
up,49,n,1770221820.6215973
down,57,space,1770221820.736347
up,57,space,1770221820.788975
down,31,s,1770221820.9367242
down,24,o,1770221820.9952013
up,31,s,1770221821.0216992
up,24,o,1770221821.076136
down,50,m,1770221821.1383977
up,50,m,1770221821.2221348
down,18,e,1770221821.2255378
up,18,e,1770221821.3091085
down,57,space,1770221821.3554583
up,57,space,1770221821.399512
down,23,i,1770221821.4810603
up,23,i,1770221821.5427153
down,33,f,1770221821.5723276
up,33,f,1770221821.6104941
down,57,space,1770221821.6596456
up,57,space,1770221821.725011
down,23,i,1770221821.7789855
up,23,i,1770221821.8432558
down,49,n,1770221821.877093
up,49,n,1770221821.9426003
down,57,space,1770221822.0469086
up,57,space,1770221822.106281
down,38,l,1770221822.1955676
up,38,l,1770221822.244093
down,18,e,1770221822.2933116
up,18,e,1770221822.393356
down,30,a,1770221822.5024345
up,30,a,1770221822.60225
down,32,d,1770221822.6536767
down,57,space,1770221822.7600563
up,32,d,1770221822.7600563
up,57,space,1770221822.8217027
down,48,b,1770221822.9338105
up,48,b,1770221823.0061347
down,22,u,1770221823.027186
up,22,u,1770221823.110939
down,20,t,1770221823.16819
up,20,t,1770221823.2609503
down,57,space,1770221823.2990627
up,57,space,1770221823.3720558
down,25,p,1770221823.4802754
up,25,p,1770221823.5543559
down,38,l,1770221823.5586658
up,38,l,1770221823.62609
down,30,a,1770221823.658428
up,30,a,1770221823.745055
down,21,y,1770221823.8070638
up,21,y,1770221823.8786652
down,57,space,1770221823.9830647
up,57,space,1770221824.0452313
down,50,m,1770221824.1467772
up,50,m,1770221824.2126315
down,24,o,1770221824.2483363
down,31,s,1770221824.3039
up,24,o,1770221824.3314106
up,31,s,1770221824.3472285
down,20,t,1770221824.49957
down,57,space,1770221824.5960062
up,20,t,1770221824.6039357
up,57,space,1770221824.6797545
down,20,t,1770221824.736313
down,35,h,1770221824.7960584
up,35,h,1770221824.8460429
up,20,t,1770221824.8460429
down,23,i,1770221824.9534073
up,23,i,1770221825.024176
down,49,n,1770221825.059862
up,49,n,1770221825.1478255
down,37,k,1770221825.2013774
up,37,k,1770221825.2856297
down,57,space,1770221825.3680282
up,57,space,1770221825.4307125
down,32,d,1770221825.535508
up,32,d,1770221825.5961547
down,24,o,1770221825.6132855
up,24,o,1770221825.6817966
down,17,w,1770221825.7604566
up,17,w,1770221825.8302865
down,49,n,1770221825.8473444
up,49,n,1770221825.91163
down,57,space,1770221826.0295086
up,57,space,1770221826.084141
down,50,m,1770221826.1884844
up,50,m,1770221826.2190251
down,22,u,1770221826.3315809
up,22,u,1770221826.4151459
down,31,s,1770221826.4479716
up,31,s,1770221826.5113275
down,20,t,1770221826.6195858
up,20,t,1770221826.7220101
down,57,space,1770221826.7478733
up,57,space,1770221826.814131
down,46,c,1770221826.8879693
up,46,c,1770221826.9487762
down,30,a,1770221827.0480542
down,38,l,1770221827.1150365
up,30,a,1770221827.142096
up,38,l,1770221827.1655936
down,38,l,1770221827.26586
up,38,l,1770221827.3247843
down,57,space,1770221827.4427214
up,57,space,1770221827.5501564
down,30,a,1770221827.641172
up,30,a,1770221827.6827214
down,34,g,1770221827.7102954
up,34,g,1770221827.7625022
down,30,a,1770221827.7997687
up,30,a,1770221827.8663101
down,23,i,1770221827.900572
up,23,i,1770221827.9831843
down,49,n,1770221828.0330143
up,49,n,1770221828.1079652
down,31,s,1770221828.5965047
up,31,s,1770221828.684338
down,20,t,1770221829.0027812
up,20,t,1770221829.1084852
down,57,space,1770221829.1697648
up,57,space,1770221829.2311854
down,49,n,1770221829.3480415
up,49,n,1770221829.4191175
down,18,e,1770221829.4191175
up,18,e,1770221829.4650185
down,17,w,1770221829.5735044
up,17,w,1770221829.6479044
down,57,space,1770221829.668032
up,57,space,1770221829.738559
down,35,h,1770221829.828719
up,35,h,1770221829.8815207
down,23,i,1770221830.0017276
up,23,i,1770221830.0783966
down,34,g,1770221830.60099
down,35,h,1770221830.7494187
up,34,g,1770221830.7514255
up,35,h,1770221830.8470345
down,57,space,1770221830.9993973
up,57,space,1770221831.069352
down,50,m,1770221831.2758262
up,50,m,1770221831.3444977
down,24,o,1770221831.4215403
up,24,o,1770221831.5000014
down,47,v,1770221831.5541925
up,47,v,1770221831.6048055
down,57,space,1770221831.83408
up,57,space,1770221831.883666
down,14,backspace,1770221832.1551452
up,14,backspace,1770221832.2375314
down,18,e,1770221832.5438125
up,18,e,1770221832.6497617
down,57,space,1770221832.697249
up,57,space,1770221832.7673333
down,48,b,1770221832.8732052
up,48,b,1770221832.9516728
down,18,e,1770221833.0188365
up,18,e,1770221833.0878408
down,35,h,1770221833.1051917
up,35,h,1770221833.1389325
down,14,backspace,1770221833.4271307
up,14,backspace,1770221833.4520407
down,34,g,1770221833.4894805
up,34,g,1770221833.5899658
down,23,i,1770221833.6236124
up,23,i,1770221833.719195
down,49,n,1770221833.7947128
up,49,n,1770221833.8557084
down,57,space,1770221834.0027387
up,57,space,1770221834.0728333
down,33,f,1770221834.366524
down,23,i,1770221834.4808197
up,33,f,1770221834.4824927
up,23,i,1770221834.5408497
down,49,n,1770221834.5830884
up,49,n,1770221834.6549544
down,32,d,1770221834.689853
up,32,d,1770221834.7706883
down,57,space,1770221834.8075082
up,57,space,1770221834.8561692
down,25,p,1770221834.9690413
up,25,p,1770221835.0539076
down,38,l,1770221835.0557468
up,38,l,1770221835.1329613
down,30,a,1770221835.1652853
up,30,a,1770221835.2561626
down,49,n,1770221835.2906654
up,49,n,1770221835.358098
down,57,space,1770221835.4800515
up,57,space,1770221835.557728
down,31,s,1770221835.557728
up,31,s,1770221835.6246197
down,18,e,1770221835.7266395
up,18,e,1770221835.7885523
down,18,e,1770221835.882422
up,18,e,1770221835.9411488
down,50,m,1770221835.9886365
up,50,m,1770221836.0419793
down,57,space,1770221836.1581368
up,57,space,1770221836.2181025
down,25,p,1770221836.3068209
up,25,p,1770221836.3755095
down,22,u,1770221836.5058672
up,22,u,1770221836.557685
down,48,b,1770221836.656665
up,48,b,1770221836.7637417
down,23,i,1770221836.9697633
up,23,i,1770221836.9943748
down,14,backspace,1770221837.2620351
up,14,backspace,1770221837.341248
down,38,l,1770221837.5234883
up,38,l,1770221837.6069787
down,23,i,1770221837.742685
up,23,i,1770221837.810148
down,46,c,1770221837.861261
up,46,c,1770221837.968547
down,57,space,1770221838.0339084
up,57,space,1770221838.1343484
down,35,h,1770221838.2663174
up,35,h,1770221838.3577337
down,18,e,1770221838.3577337
up,18,e,1770221838.4104302
down,19,r,1770221838.4956427
up,19,r,1770221838.560817
down,18,e,1770221838.6585162
up,18,e,1770221838.7116673
down,57,space,1770221838.7413473
up,57,space,1770221838.850898
down,17,w,1770221838.850898
up,17,w,1770221838.9114187
down,30,a,1770221839.041892
up,30,a,1770221839.1119056
down,49,n,1770221839.1459296
up,49,n,1770221839.2273245
down,20,t,1770221839.2868166
down,57,space,1770221839.3926656
up,20,t,1770221839.3926656
up,57,space,1770221839.4983141
down,30,a,1770221839.5612345
up,30,a,1770221839.6794078
down,33,f,1770221839.7575557
up,33,f,1770221839.8793902
down,20,t,1770221840.0571134
up,20,t,1770221840.1713676
down,18,e,1770221840.297293
up,18,e,1770221840.3461707
down,19,r,1770221840.4263277
up,19,r,1770221840.5134788
down,57,space,1770221840.5298877
up,57,space,1770221840.6125455
down,20,t,1770221840.6970034
down,35,h,1770221840.7939074
up,20,t,1770221840.7976754
up,35,h,1770221840.8305755
down,23,i,1770221840.957523
up,23,i,1770221841.0367315
down,49,n,1770221841.0929964
up,49,n,1770221841.1604917
down,37,k,1770221841.2309265
up,37,k,1770221841.3196611
down,57,space,1770221841.4047687
up,57,space,1770221841.5148368
down,20,t,1770221841.8042805
down,35,h,1770221841.8984928
up,20,t,1770221841.909076
up,35,h,1770221841.9819677
down,18,e,1770221842.0492468
up,18,e,1770221842.1156495
down,57,space,1770221842.1418738
up,57,space,1770221842.2030354
down,50,m,1770221842.3325784
up,50,m,1770221842.3979125
down,23,i,1770221842.4669354
up,23,i,1770221842.532133
down,34,g,1770221842.532133
up,34,g,1770221842.6128333
down,35,h,1770221842.6658258
down,20,t,1770221842.7456887
up,35,h,1770221842.7572422
up,20,t,1770221842.8329868
down,57,space,1770221842.8657658
up,57,space,1770221842.9329133
down,30,a,1770221843.0102892
down,38,l,1770221843.0911603
up,30,a,1770221843.0911603
up,38,l,1770221843.1376042
down,38,l,1770221843.2355795
up,38,l,1770221843.2770793
down,57,space,1770221843.3793051
up,57,space,1770221843.4496317
down,30,a,1770221843.533258
up,30,a,1770221843.6113605
down,34,g,1770221843.7748487
up,34,g,1770221843.8838148
down,30,a,1770221844.00098
down,23,i,1770221844.0679233
up,30,a,1770221844.1002421
up,23,i,1770221844.150682
down,49,n,1770221844.2090478
up,49,n,1770221844.2842107
down,31,s,1770221844.5351145
up,31,s,1770221844.5781403
down,20,t,1770221844.7541628
up,20,t,1770221844.8690474
down,57,space,1770221844.9025724
up,57,space,1770221844.985142
down,24,o,1770221845.2240982
up,24,o,1770221845.2853575
down,19,r,1770221845.4156017
up,19,r,1770221845.4752626
down,32,d,1770221845.631075
up,32,d,1770221845.6520898
down,18,e,1770221845.815994
up,18,e,1770221845.867266
down,19,r,1770221845.957657
up,19,r,1770221846.021448
down,57,space,1770221846.0523024
up,57,space,1770221846.1392343
down,48,b,1770221846.2608874
up,48,b,1770221846.336323
down,18,e,1770221846.336323
up,18,e,1770221846.4330885
down,46,c,1770221846.5118887
up,46,c,1770221846.6361709
down,30,a,1770221846.736764
down,31,s,1770221846.9450595
up,30,a,1770221846.946593
down,22,u,1770221846.9819841
up,31,s,1770221847.0003157
up,22,u,1770221847.1035647
down,18,e,1770221847.1535997
up,18,e,1770221847.2510238
down,57,space,1770221847.435093
up,57,space,1770221847.517048
down,24,o,1770221847.6320283
up,24,o,1770221847.6555483
down,49,n,1770221847.7344522
up,49,n,1770221847.801233
down,18,e,1770221847.804407
up,18,e,1770221847.921642
down,57,space,1770221847.975901
up,57,space,1770221848.0439377
down,38,l,1770221848.1440191
up,38,l,1770221848.2220097
down,18,e,1770221848.2220097
up,18,e,1770221848.27723
down,30,a,1770221848.438424
down,47,v,1770221848.5394452
up,30,a,1770221848.5487444
up,47,v,1770221848.618957
down,18,e,1770221848.640747
up,18,e,1770221848.7062862
down,57,space,1770221848.7705388
up,57,space,1770221848.8387601
down,17,w,1770221848.8387601
up,17,w,1770221848.8863678
down,18,e,1770221848.9749556
down,38,l,1770221849.0377526
up,18,e,1770221849.0604458
up,38,l,1770221849.0899823
down,38,l,1770221849.1942775
up,38,l,1770221849.2475696
down,57,space,1770221849.3422248
up,57,space,1770221849.4203374
down,21,y,1770221849.4569135
down,24,o,1770221849.5578828
up,21,y,1770221849.5578828
up,24,o,1770221849.6200385
down,22,u,1770221849.732967
up,22,u,1770221849.8034558
down,57,space,1770221849.9516304
up,57,space,1770221850.0076656
down,38,l,1770221850.1500912
up,38,l,1770221850.218375
down,30,a,1770221850.2545238
up,30,a,1770221850.3406966
down,20,t,1770221850.4915495
up,20,t,1770221850.574582
down,18,e,1770221850.6952994
up,18,e,1770221850.757769
down,57,space,1770221850.774791
up,57,space,1770221850.837998
down,31,s,1770221850.9608462
down,24,o,1770221851.0368145
up,31,s,1770221851.0382779
up,24,o,1770221851.0917897
down,57,space,1770221851.192058
down,20,t,1770221851.2320645
up,57,space,1770221851.258905
up,20,t,1770221851.344556
down,35,h,1770221851.3624837
up,35,h,1770221851.442017
down,18,e,1770221851.442017
up,18,e,1770221851.5169728
down,31,s,1770221851.6613002
up,31,s,1770221851.6847882
down,18,e,1770221851.7759902
up,18,e,1770221851.8422024
down,57,space,1770221851.8924174
up,57,space,1770221851.9752052
down,35,h,1770221852.0636196
up,35,h,1770221852.1425297
down,23,i,1770221852.4564972
up,23,i,1770221852.5519645
down,34,g,1770221852.6044438
up,34,g,1770221852.6738763
down,35,h,1770221852.6937373
up,35,h,1770221852.7773366
down,57,space,1770221852.8766491
up,57,space,1770221852.9430015
down,31,s,1770221852.98739
down,35,h,1770221853.057009
up,31,s,1770221853.1072185
up,35,h,1770221853.1446302
down,24,o,1770221853.2471333
up,24,o,1770221853.3073986
down,22,u,1770221853.4063072
up,22,u,1770221853.4610972
down,38,l,1770221853.5861018
up,38,l,1770221853.661617
down,32,d,1770221853.661617
up,32,d,1770221853.7412746
down,57,space,1770221853.7746089
up,57,space,1770221853.8507793
down,22,u,1770221853.9084606
up,22,u,1770221853.9646065
down,31,s,1770221853.9936113
up,31,s,1770221854.0727882
down,18,e,1770221854.163299
down,57,space,1770221854.2285843
up,18,e,1770221854.267119
up,57,space,1770221854.2953258
down,38,l,1770221854.3953972
up,38,l,1770221854.445391
down,24,o,1770221854.5369728
up,24,o,1770221854.5922391
down,49,n,1770221854.6311803
up,49,n,1770221854.6692288
down,34,g,1770221854.7186396
up,34,g,1770221854.795323
down,57,space,1770221854.8117397
up,57,space,1770221854.8902576
down,48,b,1770221854.9912035
up,48,b,1770221855.0594773
down,22,u,1770221855.0957258
up,22,u,1770221855.1630886
down,20,t,1770221855.2132025
up,20,t,1770221855.3138812
down,57,space,1770221855.3835561
up,57,space,1770221855.4469135
down,50,m,1770221855.5564873
up,50,m,1770221855.613171
down,23,i,1770221855.6638486
up,23,i,1770221855.7303739
down,34,g,1770221855.7799044
up,34,g,1770221855.8556397
down,35,h,1770221855.880636
up,35,h,1770221855.994129
down,20,t,1770221855.9986877
up,20,t,1770221856.0847917
down,57,space,1770221856.1054254
up,57,space,1770221856.1941864
down,17,w,1770221856.2612963
up,17,w,1770221856.314492
down,18,e,1770221856.40552
down,38,l,1770221856.4977736
up,18,e,1770221856.4977736
up,38,l,1770221856.5478153
down,38,l,1770221856.639415
up,38,l,1770221856.6911314
down,57,space,1770221856.7953897
up,57,space,1770221856.8822658
down,20,t,1770221856.8822658
down,24,o,1770221856.970994
up,20,t,1770221856.9953055
up,24,o,1770221857.0315492
down,24,o,1770221857.1152449
up,24,o,1770221857.1795855
down,57,space,1770221857.2919588
up,57,space,1770221857.3617678
down,31,s,1770221857.4079964
up,31,s,1770221857.5162444
down,20,t,1770221857.5493696
up,20,t,1770221857.6320164
down,30,a,1770221857.6866965
down,20,t,1770221857.7495182
up,30,a,1770221857.7683747
up,20,t,1770221857.8169014
down,18,e,1770221857.900228
up,18,e,1770221857.9492323
down,57,space,1770221857.980716
up,57,space,1770221858.0828393
down,20,t,1770221858.1477816
up,20,t,1770221858.2464318
down,14,backspace,1770221858.487759
down,33,f,1770221858.5333092
up,14,backspace,1770221858.5665038
up,33,f,1770221858.6181467
down,30,a,1770221858.7651806
up,30,a,1770221858.8510597
down,47,v,1770221858.9804704
up,47,v,1770221859.1139047
down,14,backspace,1770221859.4192233
up,14,backspace,1770221859.4868662
down,46,c,1770221859.6243243
up,46,c,1770221859.7483013
down,20,t,1770221859.872597
down,57,space,1770221860.0236664
up,20,t,1770221860.0236664
up,57,space,1770221860.101645
down,17,w,1770221860.2370183
up,17,w,1770221860.289172
down,30,a,1770221860.461938
up,30,a,1770221860.535276
down,49,n,1770221860.5820749
up,49,n,1770221860.6738157
down,20,t,1770221860.715683
up,20,t,1770221860.796555
down,57,space,1770221860.8491626
down,20,t,1770221860.8830917
up,57,space,1770221860.9042158
down,35,h,1770221860.9922838
up,20,t,1770221860.9922838
up,35,h,1770221861.0826962
down,18,e,1770221861.1030135
up,18,e,1770221861.1859896
down,57,space,1770221861.2196805
up,57,space,1770221861.26969
down,49,n,1770221861.3682566
down,18,e,1770221861.4005244
up,49,n,1770221861.445773
up,18,e,1770221861.4962184
down,17,w,1770221861.623675
up,17,w,1770221861.717178
down,57,space,1770221861.7573183
up,57,space,1770221861.8377066
down,30,a,1770221862.1258883
down,49,n,1770221862.2340736
up,30,a,1770221862.255487
up,49,n,1770221862.3038452
down,24,o,1770221862.3723822
up,24,o,1770221862.4709044
down,20,t,1770221862.4709044
up,20,t,1770221862.571409
down,35,h,1770221862.5879736
up,35,h,1770221862.67794
down,18,e,1770221862.7306926
up,18,e,1770221862.7988858
down,19,r,1770221862.880284
up,19,r,1770221862.9679763
down,57,space,1770221862.9897223
up,57,space,1770221863.0381947
down,24,o,1770221863.1491148
up,24,o,1770221863.2185447
down,49,n,1770221863.2882688
up,49,n,1770221863.3561392
down,57,space,1770221863.4938576
up,57,space,1770221863.5623083
down,34,g,1770221863.6424325
up,34,g,1770221863.7037618
down,18,e,1770221863.8195925
up,18,e,1770221863.9524252
down,49,n,1770221863.9694254
up,49,n,1770221864.0396948
down,18,e,1770221864.1088629
up,18,e,1770221864.1694763
down,19,r,1770221864.2398703
up,19,r,1770221864.3148797
down,30,a,1770221864.4436426
down,38,l,1770221864.50626
up,30,a,1770221864.556389
up,38,l,1770221864.5805302
down,57,space,1770221864.7281356
up,57,space,1770221864.780896
down,23,i,1770221864.9013374
up,23,i,1770221864.9748044
down,33,f,1770221865.0574026
up,33,f,1770221865.1446853
down,57,space,1770221865.231889
up,57,space,1770221865.3285666
down,49,n,1770221865.7384274
up,49,n,1770221865.8171287
down,24,o,1770221865.8793
up,24,o,1770221865.958859
down,20,t,1770221865.966052
up,20,t,1770221866.0580068
down,57,space,1770221866.0864909
up,57,space,1770221866.155995
down,35,h,1770221866.2191813
up,35,h,1770221866.2883117
down,24,o,1770221866.39375
up,24,o,1770221866.4875996
down,17,w,1770221866.4885857
up,17,w,1770221866.5589254
down,18,e,1770221866.658018
down,47,v,1770221866.781204
up,18,e,1770221866.7827737
up,47,v,1770221866.8421874
down,18,e,1770221866.8757725
up,18,e,1770221866.9559941
down,19,r,1770221867.036898
up,19,r,1770221867.1372132
down,57,space,1770221867.1710048
up,57,space,1770221867.2401257
down,33,f,1770221867.5662458
up,33,f,1770221867.6534438
down,18,e,1770221867.7202673
up,18,e,1770221867.800822
down,17,w,1770221867.89357
up,17,w,1770221868.0080554
down,57,space,1770221868.0488305
up,57,space,1770221868.1240265
down,36,j,1770221868.1776829
up,36,j,1770221868.2512124
down,22,u,1770221868.353522
up,22,u,1770221868.4229958
down,31,s,1770221868.4241107
up,31,s,1770221868.4944031
down,20,t,1770221868.617572
down,57,space,1770221868.7277317
up,20,t,1770221868.7277317
up,57,space,1770221868.7475927
down,48,b,1770221868.9704442
up,48,b,1770221869.0642262
down,18,e,1770221869.065789
up,18,e,1770221869.1285415
down,34,g,1770221869.2190068
down,23,i,1770221869.302976
up,34,g,1770221869.302976
up,23,i,1770221869.36235
down,49,n,1770221869.4256313
up,49,n,1770221869.4785912
down,57,space,1770221869.6389039
down,20,t,1770221869.6620178
up,57,space,1770221869.6813421
up,20,t,1770221869.7461088
down,35,h,1770221869.7758853
up,35,h,1770221869.845821
down,23,i,1770221869.9542835
up,23,i,1770221870.0469892
down,31,s,1770221870.0469892
up,31,s,1770221870.1303322
down,57,space,1770221870.1746674
up,57,space,1770221870.2469358
down,31,s,1770221870.2469358
up,31,s,1770221870.3006425
down,46,c,1770221870.4267044
down,35,h,1770221870.5373876
up,46,c,1770221870.5373876
up,35,h,1770221870.610691
down,24,o,1770221870.7572443
up,24,o,1770221870.8133893
down,24,o,1770221870.9114025
up,24,o,1770221870.946866
down,38,l,1770221871.068157
up,38,l,1770221871.1176674
down,57,space,1770221871.2444584
up,57,space,1770221871.3274167
down,33,f,1770221871.3274167
up,33,f,1770221871.3983727
down,18,e,1770221871.4732318
up,18,e,1770221871.526405
down,18,e,1770221871.598124
up,18,e,1770221871.6645842
down,38,l,1770221871.683039
up,38,l,1770221871.7478328
down,57,space,1770221871.8454304
up,57,space,1770221871.9270785
down,35,h,1770221871.999438
up,35,h,1770221872.0578501
down,30,a,1770221872.0578501
up,30,a,1770221872.1447413
down,47,v,1770221872.181893
up,47,v,1770221872.2485394
down,18,e,1770221872.2781658
up,18,e,1770221872.3650186
down,57,space,1770221872.4174469
up,57,space,1770221872.4815764
down,38,l,1770221872.6750262
up,38,l,1770221872.7556424
down,14,backspace,1770221873.0130405
up,14,backspace,1770221873.0839796
down,25,p,1770221873.1840696
up,25,p,1770221873.2991245
down,38,l,1770221873.2991245
down,30,a,1770221873.3493612
up,38,l,1770221873.3772464
down,46,c,1770221873.561158
up,30,a,1770221873.561158
down,18,e,1770221873.6668267
up,46,c,1770221873.6880622
up,18,e,1770221873.782562
down,57,space,1770221873.8090987
up,57,space,1770221873.8668709
down,50,m,1770221874.12555
up,50,m,1770221874.3398468
down,23,i,1770221874.3564951
down,34,g,1770221874.434634
up,23,i,1770221874.4679425
up,34,g,1770221874.5281236
down,35,h,1770221874.584471
down,20,t,1770221874.6513863
up,35,h,1770221874.6703703
up,20,t,1770221874.7475867
down,57,space,1770221874.7811038
up,57,space,1770221874.8510494
down,38,l,1770221874.9568596
up,38,l,1770221875.0094948
down,23,i,1770221875.134382
up,23,i,1770221875.188034
down,37,k,1770221875.321684
down,18,e,1770221875.3721917
up,37,k,1770221875.3898683
down,57,space,1770221875.4940305
up,18,e,1770221875.4940305
up,57,space,1770221875.5686045
down,23,i,1770221875.6326308
up,23,i,1770221875.6900177
down,20,t,1770221875.6900177
up,20,t,1770221875.7972817
down,57,space,1770221875.815933
up,57,space,1770221875.949965
down,31,s,1770221875.9895346
up,31,s,1770221876.150042
down,30,a,1770221876.1981685
down,50,m,1770221876.296195
up,30,a,1770221876.3468745
up,50,m,1770221876.3999894
down,18,e,1770221876.4010775
up,18,e,1770221876.5025427
down,57,space,1770221876.5197623
up,57,space,1770221876.588195
down,25,p,1770221876.6849678
up,25,p,1770221876.75317
down,18,e,1770221876.891173
